,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41
Item_1,1.0,0.5097625059954215,0.5422641618871173,0.5244759082859747,0.13488089361760183,0.1357345886271903,0.11313387988518749,0.11945900555304503,0.5098231113486742,0.15814998226573904,0.08070451736083316,0.06700206408860958,0.06699038495972273,0.08124194333556167,0.06087987482244921,0.09567737724446675,0.08550891869663577,0.14118343463985256,0.1013127960184594,0.09190895313195306,0.5126770435790259,0.5308243800013143,0.0933214529579745,0.12014870094366292,0.5089965399381072,0.5585723144406303,0.08698305009771387,0.5144427631409245,0.5237704840270226,0.551688314073184,0.5711828855043857,0.5235462897094691,0.5481894578881202,0.5374136390631223,0.559813847369073,0.5234972334077569,0.5596381427732217,0.534964644708857,0.5465816537350416,0.5247808948841819,0.5839073353597383
Item_2,0.5097625059954215,1.0,0.5932948924843615,0.6154199071174722,0.14664283934442893,0.17602392537022235,0.08030210065837629,0.11296056934575044,0.5667125205975716,0.16067460205878148,0.02959163343706132,0.009668075582043465,0.04312251977987976,0.06403583070522353,0.025011139385177933,0.05481361834813621,0.04872522784385735,0.09088148182024706,0.05089792460907245,0.08759651929481668,0.5449744573935142,0.5479355781176257,0.034593270413168904,0.04664102207453863,0.5900027897626366,0.5434993070566873,0.11667503472738854,0.5378515185843232,0.5356697178817711,0.5822947630494137,0.5773588398244625,0.568977213110606,0.5773340892554759,0.5735809624466118,0.5954266424638857,0.5635417867950668,0.5887228230636562,0.5972069522510692,0.5863791065332542,0.5845482120736066,0.5939634483302919
Item_3,0.5422641618871173,0.5932948924843615,1.0,0.514281423686818,0.1167233876249863,0.09787865380348323,0.12080981421477775,0.0756917734362439,0.5408973088060401,0.11609181138524577,0.04935907203440326,0.0634213145084821,0.017293957381183295,0.08414868071149029,0.0722958532540571,0.10427341379418457,0.12111305950133054,0.09663262988113379,0.038142225705380575,0.022838682740081086,0.559762848696041,0.5561568230739966,0.08615257348095338,0.08274798612892058,0.5560190936742299,0.5152646272582192,0.1193966037112367,0.5975718816387016,0.5311091455876585,0.5576767290796879,0.5990587805831854,0.5543413679951459,0.5721236814855296,0.567371785120354,0.5449389630288176,0.5509216026669956,0.5718749224128866,0.5660657679561024,0.5466673441581442,0.5706486564395582,0.5758340371289219
Item_4,0.5244759082859747,0.6154199071174722,0.514281423686818,1.0,0.1646178489886856,0.14271933108906612,0.10666301850487335,0.10580458539754398,0.5612344864280102,0.15489528631285923,0.06429515431833403,0.04050960144498587,0.03350060494800684,0.10365695657775388,0.043139870451075604,0.07703012966175134,0.04925761557564242,0.07822055455905186,0.10511404573212557,0.11427921697089168,0.5541049218837849,0.5594822102814937,0.06404507446375234,0.07389674975105165,0.5684785520484426,0.5807979999199873,0.13565388059647898,0.5424188660958568,0.5414111852329284,0.5939511076740972,0.5540098160244908,0.5498341205353826,0.5668355894397157,0.5571817817735112,0.5408497438119403,0.5417301889606218,0.5488312578977925,0.5447922034250415,0.5507822715814735,0.5435749656703311,0.5858516736461862
Item_5,0.13488089361760183,0.14664283934442893,0.1167233876249863,0.1646178489886856,1.0,0.5814281541835954,0.5165867235995913,0.5327503832975873,0.1283435445850729,0.5239899673666645,0.558689122399126,0.050561211741687095,0.06973328135309263,0.10873261333798775,0.018568642514750062,0.08431582657393248,0.033165510098258716,0.08655173533757862,0.4926451675979755,0.5471477901870652,0.09252489400954646,0.1444798797057834,0.05463030444880906,0.08528785110526635,0.12112909737174092,0.07797238519546848,0.51037180121804,0.1482048261649019,0.1618660997050264,0.035064800097440944,0.08696438753877589,0.14696726612096994,0.11542305026819312,0.1329073404756987,0.13401185229063786,0.11463789721699455,0.1427227203948941,0.17601874743977702,0.15813727921796308,0.1434367880552466,0.13416836681109767
Item_6,0.1357345886271903,0.17602392537022235,0.09787865380348323,0.14271933108906612,0.5814281541835954,1.0,0.5722785248110913,0.5602294791409002,0.11203983486450382,0.5765676717724443,0.5507578389967712,0.10444877908525,0.06461988221517374,0.09318975417247033,0.07252966105594788,0.09526164797321586,0.07460237696267408,0.10797839730318472,0.5119185607492749,0.5474098717842927,0.10291922043986505,0.11783870465563175,0.10543706295552337,0.08909010159328869,0.1256110960469089,0.11868132572528525,0.5026173365204167,0.14137596484582643,0.12361620097244949,0.11813348638403615,0.09751973568044359,0.17223351538188764,0.1395004580010954,0.12307233640507274,0.15440820689695414,0.15292052967962005,0.1378307444128205,0.17683867934201503,0.1621900559222621,0.10955585401574836,0.10615252512193017
Item_7,0.11313387988518749,0.08030210065837629,0.12080981421477775,0.10666301850487335,0.5165867235995913,0.5722785248110913,1.0,0.5677673016072013,0.03852204833254359,0.6115252475748699,0.5772963628486556,0.08641718020367165,0.10034848284875701,0.11385180344099877,0.04936951892628137,0.13439057009394306,0.09362966854736719,0.12048828307890988,0.5641213135167868,0.5997229370476874,0.045757629640683625,0.1049595153914853,0.09676844493528697,0.1412873296756225,0.07379926535300897,0.05626862099231033,0.5548348837848119,0.05417666573033721,0.09688294944752537,0.03655575713701327,0.11689099666142853,0.11192181482897008,0.09956685275804245,0.1313272839990538,0.08407692816870733,0.1387262025908132,0.13390864637377384,0.15572733837603076,0.14068338717208517,0.10107613276718144,0.08315283521829021
Item_8,0.11945900555304503,0.11296056934575044,0.0756917734362439,0.10580458539754398,0.5327503832975873,0.5602294791409002,0.5677673016072013,1.0,0.11271076237208864,0.6042736554644509,0.5782009622899072,0.10928884456504667,0.11400337443877162,0.12129046353665113,0.08667751120771808,0.07623985485464707,0.06793942239951413,0.12997127294714259,0.5507675963245554,0.5588223973893482,0.11014281627481882,0.12320916026103747,0.10211592517099237,0.12193750445437701,0.09285094463176284,0.09308672169349128,0.5726601557737228,0.09006076563124993,0.11516104605990712,0.0670233312124098,0.07440167948199058,0.1112591398766333,0.12536226202696432,0.11604140801761259,0.11140410344643804,0.09582460826058198,0.1240773696280418,0.16297638894085065,0.17394785609681016,0.0585352973472894,0.09311921274748196
Item_9,0.5098231113486742,0.5667125205975716,0.5408973088060401,0.5612344864280102,0.1283435445850729,0.11203983486450382,0.03852204833254359,0.11271076237208864,1.0,0.11225032929764947,0.01935753164649584,0.03384907032447831,0.040374827620281925,0.07284019238448108,0.061788130065334124,0.047916243739842844,0.06404306186087134,0.1030754897132048,0.06913635537336861,0.024159901409588073,0.5375094952363687,0.5281839759991975,0.04847049339882202,0.051205228060037224,0.5349112512804742,0.5553312043137483,0.04999809748781166,0.5518743716898893,0.5103343512933234,0.5557140415045477,0.5583413206026807,0.5334226549930925,0.5513354696541233,0.5456471231124403,0.5708506163702145,0.5465139055502254,0.5569399424622338,0.517229158893508,0.5486421811802766,0.5508883220851444,0.5515053810351314
Item_10,0.15814998226573904,0.16067460205878148,0.11609181138524577,0.15489528631285923,0.5239899673666645,0.5765676717724443,0.6115252475748699,0.6042736554644509,0.11225032929764947,1.0,0.5745394096126513,0.06810470124860671,0.12335431799892466,0.11606541182916917,0.04477925572167568,0.10709821849919658,0.07348208473898889,0.12921439629327813,0.5603464263691815,0.5557591876230328,0.09584425183736756,0.1285497963082941,0.062354262733847685,0.11027157891878735,0.129724897769217,0.12819108717579436,0.5738898933039464,0.13257216437050323,0.1695403305104735,0.0981979796853274,0.11676233967217463,0.1720357951157641,0.13538715278566385,0.15360213954999274,0.15575485697745586,0.16436238660154975,0.21526853905326163,0.17982532066620227,0.16126864202552138,0.13534221685672523,0.13788860688081112
Item_11,0.08070451736083316,0.02959163343706132,0.04935907203440326,0.06429515431833403,0.558689122399126,0.5507578389967712,0.5772963628486556,0.5782009622899072,0.01935753164649584,0.5745394096126513,1.0,0.11695193576024511,0.08014445962675608,0.10829142915595527,0.06599312815505934,0.11539232542768267,0.09881191363567972,0.13553426658105833,0.5181575593478137,0.5674844539902157,-0.01782542485310216,0.07407875470776355,0.08704184661470965,0.1192421090683355,0.0353663699535803,0.07907948017739926,0.5427845180447373,0.06119801533311854,0.0770142932427996,0.05806270747573743,0.008962061539343449,0.08963823948784445,0.08267164980980495,0.11507558712663041,0.11737704204856579,0.1054256570859942,0.09013161263407911,0.06450880480585296,0.10256183846972147,0.06654001192840855,0.08081969938598019
Item_12,0.06700206408860958,0.009668075582043465,0.0634213145084821,0.04050960144498587,0.050561211741687095,0.10444877908525,0.08641718020367165,0.10928884456504667,0.03384907032447831,0.06810470124860671,0.11695193576024511,1.0,0.517401552567086,0.536351510443694,0.5407476837143897,0.47934343002571744,0.5415133026319777,0.5118440695791278,0.049563254658367285,0.09931991790425541,0.05425537505634787,0.0489145324681634,0.5117835605598846,0.5224823287197009,0.06156051293786362,0.04048636283895911,0.049861140041262894,0.018087130918432327,-0.004208354877230927,0.009476810805819568,0.009246982124046949,0.014344160195488707,0.012205459362088117,0.06965538976400235,0.04215824600806381,0.024633154945460364,0.040726051011330075,0.009282977307737158,0.07793645787611488,0.02215912282691653,0.032383963048914007
Item_13,0.06699038495972273,0.04312251977987976,0.017293957381183295,0.03350060494800684,0.06973328135309263,0.06461988221517374,0.10034848284875701,0.11400337443877162,0.040374827620281925,0.12335431799892466,0.08014445962675608,0.517401552567086,1.0,0.5377954661944087,0.5540853548667801,0.546243875623044,0.5087543092299498,0.5623516707006297,0.07602903789069643,0.08965854140743684,0.013342271979769848,0.08708091341781787,0.5477389346836027,0.5508938974823621,0.05864957560345338,0.014055098874448557,0.01829290104513269,0.024206229912776385,0.0628571981375387,0.016424270866432188,0.046063877114049086,0.025662399746076862,0.048864150298955245,0.04798529848841042,0.03128629738956685,0.023063193480986764,0.08814050043020127,0.046798440880735606,0.09225078554483733,0.012820631277863148,0.06276043888983701
Item_14,0.08124194333556167,0.06403583070522353,0.08414868071149029,0.10365695657775388,0.10873261333798775,0.09318975417247033,0.11385180344099877,0.12129046353665113,0.07284019238448108,0.11606541182916917,0.10829142915595527,0.536351510443694,0.5377954661944087,1.0,0.5619885634024185,0.48903092219252287,0.5462257587740387,0.561465592698626,0.11673351792044029,0.12972363243724624,0.03386447573704295,0.08548733254815641,0.5274260855374218,0.5626507994398979,0.09150393961130716,0.06566279081296078,0.06465255824986027,0.03728269520096009,0.06874424900713276,0.04324458696804253,0.09896881478767633,0.06998984032039741,0.09671347592865309,0.12080395285542891,0.07140789360577401,0.1062371851148143,0.09061364212712084,0.10980235713250441,0.10273266282710869,0.046937707943271,0.1027039136173452
Item_15,0.06087987482244921,0.025011139385177933,0.0722958532540571,0.043139870451075604,0.018568642514750062,0.07252966105594788,0.04936951892628137,0.08667751120771808,0.061788130065334124,0.04477925572167568,0.06599312815505934,0.5407476837143897,0.5540853548667801,0.5619885634024185,1.0,0.5178462528342292,0.5429808165227584,0.5288784992489964,0.02747497945398462,0.049509432171811446,0.022900385316491634,0.06960211861175553,0.5970323623834396,0.5513227760728975,0.07855687864870818,0.06002198263353976,0.003974623044093237,0.05067674296988276,0.07828670762784569,0.03513867219016899,0.038854223866917455,0.03710808701982172,0.09348767083791965,0.10179218273629968,0.04633206132499212,0.06035166976580467,0.054775975101185294,0.07519754194770202,0.09400037541097722,-0.006157862515122902,0.09030445402496372
Item_16,0.09567737724446675,0.05481361834813621,0.10427341379418457,0.07703012966175134,0.08431582657393248,0.09526164797321586,0.13439057009394306,0.07623985485464707,0.047916243739842844,0.10709821849919658,0.11539232542768267,0.47934343002571744,0.546243875623044,0.48903092219252287,0.5178462528342292,1.0,0.5358246594707946,0.5413455533467584,0.09616323704826739,0.12108525293397611,0.06976451025528273,0.05868779646495995,0.5299801444953509,0.5513502713943961,0.06260938308481404,0.09350972089924132,0.031024030302783143,0.08939250016260264,0.09114386751103111,0.10804704470020665,0.07395463075252183,0.07622143390973429,0.13747272189946613,0.09984113894792959,0.058945700968697834,0.06548172431877998,0.08928703439338342,0.06413006474683644,0.11265396853197873,0.04930629139627663,0.06895840905123743
Item_17,0.08550891869663577,0.04872522784385735,0.12111305950133054,0.04925761557564242,0.033165510098258716,0.07460237696267408,0.09362966854736719,0.06793942239951413,0.06404306186087134,0.07348208473898889,0.09881191363567972,0.5415133026319777,0.5087543092299498,0.5462257587740387,0.5429808165227584,0.5358246594707946,1.0,0.5407328256110332,0.0315991183928169,0.050678729040310226,0.02688987213116354,0.08180123019613311,0.5555608352853467,0.5602164454730039,0.05351954309845462,0.05845275832516449,0.04189660594826581,0.008992932663480158,0.03877912198880953,0.06567257025286882,0.05479980926582293,0.024332807639291933,0.11375921471859334,0.0721187320478222,0.01636370658228019,0.09976239270973129,0.05270786438394021,0.061547773089340715,0.0642656613558951,-0.005508252846341873,0.04672292754093236
Item_18,0.14118343463985256,0.09088148182024706,0.09663262988113379,0.07822055455905186,0.08655173533757862,0.10797839730318472,0.12048828307890988,0.12997127294714259,0.1030754897132048,0.12921439629327813,0.13553426658105833,0.5118440695791278,0.5623516707006297,0.561465592698626,0.5288784992489964,0.5413455533467584,0.5407328256110332,1.0,0.13334848973952446,0.12102560813226125,0.04480548558291067,0.14115238471142766,0.5664239492921298,0.5821783740970303,0.09785398186124687,0.07086632106804913,0.09268793290191384,0.12183637156275641,0.11438362451254241,0.06101529226723941,0.061594970480644,0.1010163341593276,0.15141619823014904,0.11024654105901649,0.09393286640713276,0.11510111084284867,0.10720639221231758,0.07660860018443333,0.09247701480701907,0.0871489443299439,0.10693645036612587
Item_19,0.1013127960184594,0.05089792460907245,0.038142225705380575,0.10511404573212557,0.4926451675979755,0.5119185607492749,0.5641213135167868,0.5507675963245554,0.06913635537336861,0.5603464263691815,0.5181575593478137,0.049563254658367285,0.07602903789069643,0.11673351792044029,0.02747497945398462,0.09616323704826739,0.0315991183928169,0.13334848973952446,1.0,0.5191472522522722,0.05912443939286877,0.07620828878117382,0.11507326819039003,0.05134891501662959,0.028891137783389184,0.04454830367721337,0.5344283404980591,0.07075079392211413,0.14819873425294092,0.08431514461977485,0.05572480343809744,0.06720515883515693,0.057703866542933094,0.09836782508078201,0.1178597659412295,0.10226804753192073,0.13281790325559759,0.11433400299885044,0.14510441523874207,0.059740590497625444,0.10779049784282593
Item_20,0.09190895313195306,0.08759651929481668,0.022838682740081086,0.11427921697089168,0.5471477901870652,0.5474098717842927,0.5997229370476874,0.5588223973893482,0.024159901409588073,0.5557591876230328,0.5674844539902157,0.09931991790425541,0.08965854140743684,0.12972363243724624,0.049509432171811446,0.12108525293397611,0.050678729040310226,0.12102560813226125,0.5191472522522722,1.0,0.05916914113035992,0.08439540700002501,0.08207743235349221,0.06905718466775371,0.05506626419500661,0.03189247833607853,0.5556572479764376,0.09371048088733763,0.08802885155223006,0.03929173670204866,0.02251934345924285,0.1071731624612573,0.054251991377537855,0.10222996725697742,0.048416189574207805,0.04819570191548253,0.09098884022707522,0.12354205461548433,0.10878605535591417,0.06889268943082842,0.04029120871356815
