,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41
Item_21,0.5126770435790259,0.5449744573935142,0.559762848696041,0.5541049218837849,0.09252489400954646,0.10291922043986505,0.045757629640683625,0.11014281627481882,0.5375094952363687,0.09584425183736756,-0.01782542485310216,0.05425537505634787,0.013342271979769848,0.03386447573704295,0.022900385316491634,0.06976451025528273,0.02688987213116354,0.04480548558291067,0.05912443939286877,0.05916914113035992,1.0,0.5612252774913582,0.0637669551870086,0.05605788278642527,0.5344425154929898,0.5653706471659817,0.10891722614360169,0.5178423351365348,0.5097547859714349,0.5408828917148459,0.5647847817754819,0.5595493033092184,0.5780329815856566,0.5745856134333946,0.5558398455538022,0.5558229093121398,0.5539504989146903,0.5308362542199091,0.5534779049564873,0.5813669183982795,0.5939975985086339
Item_22,0.5308243800013143,0.5479355781176257,0.5561568230739966,0.5594822102814937,0.1444798797057834,0.11783870465563175,0.1049595153914853,0.12320916026103747,0.5281839759991975,0.1285497963082941,0.07407875470776355,0.0489145324681634,0.08708091341781787,0.08548733254815641,0.06960211861175553,0.05868779646495995,0.08180123019613311,0.14115238471142766,0.07620828878117382,0.08439540700002501,0.5612252774913582,1.0,0.1112622785027292,0.07468554687734538,0.5061979568447135,0.5289907059224325,0.13576448174351513,0.5547992319102081,0.5503033567721701,0.511899806549298,0.5694847318988225,0.5777601422260158,0.5414763473256418,0.5457674128807043,0.5985532661550625,0.5697048815586095,0.5555794974621214,0.5480619321570511,0.5889138043244939,0.5703832187058621,0.5747105719748783
Item_23,0.0933214529579745,0.034593270413168904,0.08615257348095338,0.06404507446375234,0.05463030444880906,0.10543706295552337,0.09676844493528697,0.10211592517099237,0.04847049339882202,0.062354262733847685,0.08704184661470965,0.5117835605598846,0.5477389346836027,0.5274260855374218,0.5970323623834396,0.5299801444953509,0.5555608352853467,0.5664239492921298,0.11507326819039003,0.08207743235349221,0.0637669551870086,0.1112622785027292,1.0,0.571184986296157,0.08346851882609051,0.03639439345869495,0.07831053342978662,0.07671288863072437,0.09424047333874788,0.09441015529850155,0.050992955156729476,0.05515282244543926,0.09943373768528205,0.10202955213293778,0.11244557862612832,0.08486387064895898,0.09883752957726818,0.09078296848725222,0.10655648665423202,0.04896560056208915,0.09523348257193237
Item_24,0.12014870094366292,0.04664102207453863,0.08274798612892058,0.07389674975105165,0.08528785110526635,0.08909010159328869,0.1412873296756225,0.12193750445437701,0.051205228060037224,0.11027157891878735,0.1192421090683355,0.5224823287197009,0.5508938974823621,0.5626507994398979,0.5513227760728975,0.5513502713943961,0.5602164454730039,0.5821783740970303,0.05134891501662959,0.06905718466775371,0.05605788278642527,0.07468554687734538,0.571184986296157,1.0,0.05654366139054729,0.07993208657735763,0.023541771059604744,0.041536373406818435,0.09400220022741751,0.06472850607507805,0.08660695530925001,0.04036394210878455,0.12483223208099768,0.10729605476767777,0.06688537444328001,0.08023260062083903,0.09930921874156337,0.031585253076190686,0.13151354560266867,0.049448066385097064,0.10795537469298726
Item_25,0.5089965399381072,0.5900027897626366,0.5560190936742299,0.5684785520484426,0.12112909737174092,0.1256110960469089,0.07379926535300897,0.09285094463176284,0.5349112512804742,0.129724897769217,0.0353663699535803,0.06156051293786362,0.05864957560345338,0.09150393961130716,0.07855687864870818,0.06260938308481404,0.05351954309845462,0.09785398186124687,0.028891137783389184,0.05506626419500661,0.5344425154929898,0.5061979568447135,0.08346851882609051,0.05654366139054729,1.0,0.532247793845846,0.10690538137150157,0.5134361530356598,0.5408005929896682,0.5386143051072713,0.53400488104716,0.5492422155536163,0.5039179104218124,0.5264798979389774,0.5107582490395517,0.5330320622972875,0.5508557731115403,0.560678552190532,0.5509066658374511,0.5344782918959272,0.5657573871869109
Item_26,0.5585723144406303,0.5434993070566873,0.5152646272582192,0.5807979999199873,0.07797238519546848,0.11868132572528525,0.05626862099231033,0.09308672169349128,0.5553312043137483,0.12819108717579436,0.07907948017739926,0.04048636283895911,0.014055098874448557,0.06566279081296078,0.06002198263353976,0.09350972089924132,0.05845275832516449,0.07086632106804913,0.04454830367721337,0.03189247833607853,0.5653706471659817,0.5289907059224325,0.03639439345869495,0.07993208657735763,0.532247793845846,1.0,0.04930622330089351,0.5204825928837895,0.5462422764308622,0.5588407339518312,0.5781203802922746,0.5641526706017775,0.5829930875886928,0.5696157365551512,0.5654451134031868,0.5354030466831279,0.5550727980640003,0.5325017960029812,0.5461077383674974,0.6131827925682726,0.5663670983422207
Item_27,0.08698305009771387,0.11667503472738854,0.1193966037112367,0.13565388059647898,0.51037180121804,0.5026173365204167,0.5548348837848119,0.5726601557737228,0.04999809748781166,0.5738898933039464,0.5427845180447373,0.049861140041262894,0.01829290104513269,0.06465255824986027,0.003974623044093237,0.031024030302783143,0.04189660594826581,0.09268793290191384,0.5344283404980591,0.5556572479764376,0.10891722614360169,0.13576448174351513,0.07831053342978662,0.023541771059604744,0.10690538137150157,0.04930622330089351,1.0,0.10301844751653721,0.12441818873597796,0.03926245531038217,0.07096829058640769,0.1420647158069931,0.13005475438230807,0.12443385378795452,0.11347482085451202,0.12436000352722427,0.15223882115105028,0.12024654859823415,0.15682885396546467,0.08661784514754801,0.12884032755691027
Item_28,0.5144427631409245,0.5378515185843232,0.5975718816387016,0.5424188660958568,0.1482048261649019,0.14137596484582643,0.05417666573033721,0.09006076563124993,0.5518743716898893,0.13257216437050323,0.06119801533311854,0.018087130918432327,0.024206229912776385,0.03728269520096009,0.05067674296988276,0.08939250016260264,0.008992932663480158,0.12183637156275641,0.07075079392211413,0.09371048088733763,0.5178423351365348,0.5547992319102081,0.07671288863072437,0.041536373406818435,0.5134361530356598,0.5204825928837895,0.10301844751653721,1.0,0.5310161384426209,0.553142143667578,0.5688354373870765,0.577304525815554,0.5590407354280859,0.5184291916762487,0.563340675447386,0.5494066940034917,0.5380607478946312,0.49163541286229795,0.5418050729363028,0.5663325785649193,0.5631836490555588
Item_29,0.5237704840270226,0.5356697178817711,0.5311091455876585,0.5414111852329284,0.1618660997050264,0.12361620097244949,0.09688294944752537,0.11516104605990712,0.5103343512933234,0.1695403305104735,0.0770142932427996,-0.004208354877230927,0.0628571981375387,0.06874424900713276,0.07828670762784569,0.09114386751103111,0.03877912198880953,0.11438362451254241,0.14819873425294092,0.08802885155223006,0.5097547859714349,0.5503033567721701,0.09424047333874788,0.09400220022741751,0.5408005929896682,0.5462422764308622,0.12441818873597796,0.5310161384426209,1.0,0.5416121634706814,0.5297265796109136,0.5299554942242097,0.5450422203046463,0.5527357085791323,0.544983894149337,0.5649424390066524,0.5383470672170733,0.565467819262557,0.541614879057445,0.555765434308936,0.5728613448706219
Item_30,0.551688314073184,0.5822947630494137,0.5576767290796879,0.5939511076740972,0.035064800097440944,0.11813348638403615,0.03655575713701327,0.0670233312124098,0.5557140415045477,0.0981979796853274,0.05806270747573743,0.009476810805819568,0.016424270866432188,0.04324458696804253,0.03513867219016899,0.10804704470020665,0.06567257025286882,0.06101529226723941,0.08431514461977485,0.03929173670204866,0.5408828917148459,0.511899806549298,0.09441015529850155,0.06472850607507805,0.5386143051072713,0.5588407339518312,0.03926245531038217,0.553142143667578,0.5416121634706814,1.0,0.5900259742498039,0.5377129993605982,0.5681612428141315,0.5603470464873586,0.5537540677792052,0.5730028683154426,0.5319286979106788,0.6006896934841797,0.5691463008826846,0.5570490501017453,0.5786313491955564
Item_31,0.5711828855043857,0.5773588398244625,0.5990587805831854,0.5540098160244908,0.08696438753877589,0.09751973568044359,0.11689099666142853,0.07440167948199058,0.5583413206026807,0.11676233967217463,0.008962061539343449,0.009246982124046949,0.046063877114049086,0.09896881478767633,0.038854223866917455,0.07395463075252183,0.05479980926582293,0.061594970480644,0.05572480343809744,0.02251934345924285,0.5647847817754819,0.5694847318988225,0.050992955156729476,0.08660695530925001,0.53400488104716,0.5781203802922746,0.07096829058640769,0.5688354373870765,0.5297265796109136,0.5900259742498039,1.0,0.5900640124783123,0.5609651808460455,0.5545144318225048,0.5784368122551061,0.5824551307815401,0.574548887143599,0.5557509614025191,0.5578890135412519,0.5866777016786691,0.5652272909124451
Item_32,0.5235462897094691,0.568977213110606,0.5543413679951459,0.5498341205353826,0.14696726612096994,0.17223351538188764,0.11192181482897008,0.1112591398766333,0.5334226549930925,0.1720357951157641,0.08963823948784445,0.014344160195488707,0.025662399746076862,0.06998984032039741,0.03710808701982172,0.07622143390973429,0.024332807639291933,0.1010163341593276,0.06720515883515693,0.1071731624612573,0.5595493033092184,0.5777601422260158,0.05515282244543926,0.04036394210878455,0.5492422155536163,0.5641526706017775,0.1420647158069931,0.577304525815554,0.5299554942242097,0.5377129993605982,0.5900640124783123,1.0,0.5855509934977149,0.5783515432729003,0.5567306746799615,0.5794741566702035,0.5783781896853347,0.5617221151217454,0.5783170484315717,0.5721479285821337,0.5556151981762848
Item_33,0.5481894578881202,0.5773340892554759,0.5721236814855296,0.5668355894397157,0.11542305026819312,0.1395004580010954,0.09956685275804245,0.12536226202696432,0.5513354696541233,0.13538715278566385,0.08267164980980495,0.012205459362088117,0.048864150298955245,0.09671347592865309,0.09348767083791965,0.13747272189946613,0.11375921471859334,0.15141619823014904,0.057703866542933094,0.054251991377537855,0.5780329815856566,0.5414763473256418,0.09943373768528205,0.12483223208099768,0.5039179104218124,0.5829930875886928,0.13005475438230807,0.5590407354280859,0.5450422203046463,0.5681612428141315,0.5609651808460455,0.5855509934977149,1.0,0.5495326081671997,0.5738625486646662,0.5507461863289884,0.5174455529600684,0.5388463061173022,0.5643035358260817,0.5982705591477981,0.6263944338634476
Item_34,0.5374136390631223,0.5735809624466118,0.567371785120354,0.5571817817735112,0.1329073404756987,0.12307233640507274,0.1313272839990538,0.11604140801761259,0.5456471231124403,0.15360213954999274,0.11507558712663041,0.06965538976400235,0.04798529848841042,0.12080395285542891,0.10179218273629968,0.09984113894792959,0.0721187320478222,0.11024654105901649,0.09836782508078201,0.10222996725697742,0.5745856134333946,0.5457674128807043,0.10202955213293778,0.10729605476767777,0.5264798979389774,0.5696157365551512,0.12443385378795452,0.5184291916762487,0.5527357085791323,0.5603470464873586,0.5545144318225048,0.5783515432729003,0.5495326081671997,1.0,0.5567643122082115,0.5627023100603586,0.5384982571644812,0.582563048268446,0.5889559372197647,0.560926108027167,0.5652431906822762
Item_35,0.559813847369073,0.5954266424638857,0.5449389630288176,0.5408497438119403,0.13401185229063786,0.15440820689695414,0.08407692816870733,0.11140410344643804,0.5708506163702145,0.15575485697745586,0.11737704204856579,0.04215824600806381,0.03128629738956685,0.07140789360577401,0.04633206132499212,0.058945700968697834,0.01636370658228019,0.09393286640713276,0.1178597659412295,0.048416189574207805,0.5558398455538022,0.5985532661550625,0.11244557862612832,0.06688537444328001,0.5107582490395517,0.5654451134031868,0.11347482085451202,0.563340675447386,0.544983894149337,0.5537540677792052,0.5784368122551061,0.5567306746799615,0.5738625486646662,0.5567643122082115,1.0,0.6067460894702938,0.5967319756058019,0.539009285530364,0.5583863628562289,0.553529909211714,0.6226212387415109
Item_36,0.5234972334077569,0.5635417867950668,0.5509216026669956,0.5417301889606218,0.11463789721699455,0.15292052967962005,0.1387262025908132,0.09582460826058198,0.5465139055502254,0.16436238660154975,0.1054256570859942,0.024633154945460364,0.023063193480986764,0.1062371851148143,0.06035166976580467,0.06548172431877998,0.09976239270973129,0.11510111084284867,0.10226804753192073,0.04819570191548253,0.5558229093121398,0.5697048815586095,0.08486387064895898,0.08023260062083903,0.5330320622972875,0.5354030466831279,0.12436000352722427,0.5494066940034917,0.5649424390066524,0.5730028683154426,0.5824551307815401,0.5794741566702035,0.5507461863289884,0.5627023100603586,0.6067460894702938,1.0,0.5270024270732282,0.5551898354120346,0.5606422570881491,0.5771046528124769,0.5620667724231044
Item_37,0.5596381427732217,0.5887228230636562,0.5718749224128866,0.5488312578977925,0.1427227203948941,0.1378307444128205,0.13390864637377384,0.1240773696280418,0.5569399424622338,0.21526853905326163,0.09013161263407911,0.040726051011330075,0.08814050043020127,0.09061364212712084,0.054775975101185294,0.08928703439338342,0.05270786438394021,0.10720639221231758,0.13281790325559759,0.09098884022707522,0.5539504989146903,0.5555794974621214,0.09883752957726818,0.09930921874156337,0.5508557731115403,0.5550727980640003,0.15223882115105028,0.5380607478946312,0.5383470672170733,0.5319286979106788,0.574548887143599,0.5783781896853347,0.5174455529600684,0.5384982571644812,0.5967319756058019,0.5270024270732282,1.0,0.5342799638732684,0.55756184357932,0.5556859293746356,0.5621895965788726
Item_38,0.534964644708857,0.5972069522510692,0.5660657679561024,0.5447922034250415,0.17601874743977702,0.17683867934201503,0.15572733837603076,0.16297638894085065,0.517229158893508,0.17982532066620227,0.06450880480585296,0.009282977307737158,0.046798440880735606,0.10980235713250441,0.07519754194770202,0.06413006474683644,0.061547773089340715,0.07660860018443333,0.11433400299885044,0.12354205461548433,0.5308362542199091,0.5480619321570511,0.09078296848725222,0.031585253076190686,0.560678552190532,0.5325017960029812,0.12024654859823415,0.49163541286229795,0.565467819262557,0.6006896934841797,0.5557509614025191,0.5617221151217454,0.5388463061173022,0.582563048268446,0.539009285530364,0.5551898354120346,0.5342799638732684,1.0,0.539701318193305,0.5821512303156541,0.5563635139354084
Item_39,0.5465816537350416,0.5863791065332542,0.5466673441581442,0.5507822715814735,0.15813727921796308,0.1621900559222621,0.14068338717208517,0.17394785609681016,0.5486421811802766,0.16126864202552138,0.10256183846972147,0.07793645787611488,0.09225078554483733,0.10273266282710869,0.09400037541097722,0.11265396853197873,0.0642656613558951,0.09247701480701907,0.14510441523874207,0.10878605535591417,0.5534779049564873,0.5889138043244939,0.10655648665423202,0.13151354560266867,0.5509066658374511,0.5461077383674974,0.15682885396546467,0.5418050729363028,0.541614879057445,0.5691463008826846,0.5578890135412519,0.5783170484315717,0.5643035358260817,0.5889559372197647,0.5583863628562289,0.5606422570881491,0.55756184357932,0.539701318193305,1.0,0.5776497830983826,0.5919072747113
Item_40,0.5247808948841819,0.5845482120736066,0.5706486564395582,0.5435749656703311,0.1434367880552466,0.10955585401574836,0.10107613276718144,0.0585352973472894,0.5508883220851444,0.13534221685672523,0.06654001192840855,0.02215912282691653,0.012820631277863148,0.046937707943271,-0.006157862515122902,0.04930629139627663,-0.005508252846341873,0.0871489443299439,0.059740590497625444,0.06889268943082842,0.5813669183982795,0.5703832187058621,0.04896560056208915,0.049448066385097064,0.5344782918959272,0.6131827925682726,0.08661784514754801,0.5663325785649193,0.555765434308936,0.5570490501017453,0.5866777016786691,0.5721479285821337,0.5982705591477981,0.560926108027167,0.553529909211714,0.5771046528124769,0.5556859293746356,0.5821512303156541,0.5776497830983826,1.0,0.6135738119743082
Item_41,0.5839073353597383,0.5939634483302919,0.5758340371289219,0.5858516736461862,0.13416836681109767,0.10615252512193017,0.08315283521829021,0.09311921274748196,0.5515053810351314,0.13788860688081112,0.08081969938598019,0.032383963048914007,0.06276043888983701,0.1027039136173452,0.09030445402496372,0.06895840905123743,0.04672292754093236,0.10693645036612587,0.10779049784282593,0.04029120871356815,0.5939975985086339,0.5747105719748783,0.09523348257193237,0.10795537469298726,0.5657573871869109,0.5663670983422207,0.12884032755691027,0.5631836490555588,0.5728613448706219,0.5786313491955564,0.5652272909124451,0.5556151981762848,0.6263944338634476,0.5652431906822762,0.6226212387415109,0.5620667724231044,0.5621895965788726,0.5563635139354084,0.5919072747113,0.6135738119743082,1.0
